31.8125,16.4953
53.2792,46.1715
80.578,19.6966
80.5383,97.7325
94.0458,70.3726
68.7735,71.8406
76.5679,44.3739
73.6564,1.71819
77.7642,95.0529
78.5577,57.036
79.2932,55.4003
0.549333,88.3663
74.0226,63.0757
27.897,77.282
28.1991,36.3842
4.55031,45.2773
67.2506,79.3725
27.4087,24.5643
75.8385,44.1389
71.8558,43.9253
52.8184,28.5134
11.2522,32.7342
11.6794,37.196
46.0097,96.2615
67.1346,84.4996
7.83715,65.389
98.4558,66.8264
54.8418,73.8701
30.2042,82.9981
23.0293,66.2557
20.9723,30.549
49.9252,89.6084
0.723289,56.1357
35.8501,72.1061
47.4502,88.1619
58.5314,41.7432
43.6476,29.7494
6.6744,88.1252
3.35093,40.2295
48.0789,20.603
10.2695,83.1599
97.9583,25.8065
57.7044,69.1336
3.08237,77.7062
30.8084,71.4164
7.39463,3.34788
21.9245,42.555
14.6275,57.3962
19.4708,10.0955
13.6784,8.54213
61.1621,79.5221
82.2901,91.0092
92.0469,22.544
34.6538,24.1646
18.1066,78.8903
28.6172,53.4806
95.9685,49.6506
98.0529,15.8574
49.3423,10.3916
26.0689,82.5129
52.9099,22.1076
24.6742,82.5343
74.1478,68.1326
36.4727,60.2008
13.8462,95.1842
24.1096,69.2557
35.8409,86.6054
62.981,57.1764
26.6457,45.9822
2.92978,42.6374
75.6035,19.2175
14.5054,39.2529
16.1412,33.2194
85.3999,28.7271
18.8116,79.3054
82.7082,36.5612
76.7052,19.4678
46.6628,13.3976
73.8578,43.6293
31.4066,75.1915
77.3309,55.9496
58.4704,5.24003
43.4858,18.421
98.5748,71.3279
79.2169,29.7769
47.3647,60.9546
48.616,67.8793
10.7486,87.9086
65.8345,73.7327
65.389,73.2353
64.6657,5.18509
10.0284,53.74
85.519,38.5266
73.2902,21.1676
70.397,46.025
93.4965,45.1613
6.52486,27.5796
36.2224,83.1263
9.21964,24.604
65.1692,30.1645
